"subject","context","item","block","item_type","cycle","rt"
"205","het","peanut","2","RAT",2,657
"205","het","peanut","2","RAT",3,657
"205","het","shoe","2","RAT",3,657
"205","het","peanut","2","RAT",4,657
"205","het","bird","2","RAT",4,657
"205","het","peanut","2","RAT",5,657
"205","het","shoe","2","RAT",5,657
"205","homo","car","2","category",1,657
"205","homo","train","2","category",1,657
"205","homo","train","2","category",2,657
"205","homo","bus","2","category",2,657
"205","homo","train","2","category",3,657
"205","homo","car","2","category",4,657
"205","homo","train","2","category",5,657
"205","homo","car","2","category",5,657
"205","homo","kite","2","category",1,657
"205","homo","ball","2","category",2,657
"205","homo","top","2","category",2,657
"205","homo","top","2","category",3,657
"205","homo","kite","2","category",3,657
"205","homo","kite","2","category",4,657
"205","homo","top","2","category",4,657
"205","homo","kite","2","category",5,657
"205","homo","ball","2","category",5,657
"205","het","top","2","category",1,657
"205","het","guitar","2","category",1,657
"205","het","guitar","2","category",2,657
"205","het","top","2","category",2,657
"205","het","top","2","category",3,657
"205","het","guitar","2","category",3,657
"205","het","guitar","2","category",4,657
"205","het","top","2","category",4,657
"205","het","guitar","2","category",5,657
"205","het","ball","2","category",1,657
"205","het","ball","2","category",2,657
"205","het","car","2","category",2,657
"205","het","car","2","category",3,657
"205","het","ball","2","category",3,657
"205","het","ball","2","category",4,657
"205","het","car","2","category",4,657
"205","het","ball","2","category",5,657
"205","het","car","2","category",5,657
"205","homo","lettuce","2","category",2,657
"205","homo","carrot","2","category",2,657
"205","homo","carrot","2","category",3,657
"205","homo","lettuce","2","category",3,657
"205","homo","lettuce","2","category",4,657
"205","homo","carrot","2","category",4,657
"205","homo","lettuce","2","category",5,657
"205","homo","frog","2","RAT",1,657
"205","homo","frog","2","RAT",2,657
"205","homo","garbage","2","RAT",3,657
"205","homo","frog","2","RAT",3,657
"205","homo","frog","2","RAT",4,657
"205","homo","cow","2","RAT",4,657
"205","homo","garbage","2","RAT",5,657
"205","het","syrup","2","RAT",1,657
"205","het","garbage","2","RAT",1,657
"205","het","garbage","2","RAT",2,657
"205","het","garbage","2","RAT",3,657
"205","het","syrup","2","RAT",3,657
"205","het","syrup","2","RAT",4,657
"205","het","turtle","2","RAT",4,657
"205","het","turtle","2","RAT",5,657
"205","het","syrup","2","RAT",5,657
"205","het","carrot","2","category",1,657
"205","het","train","2","category",1,657
"205","het","carrot","2","category",2,657
"205","het","carrot","2","category",3,657
"205","het","piano","2","category",3,657
"205","het","carrot","2","category",4,657
"205","het","train","2","category",4,657
"205","het","carrot","2","category",5,657
"205","het","piano","2","category",5,657
"205","homo","turtle","2","RAT",1,657
"205","homo","egg","2","RAT",2,657
"205","homo","peanut","2","RAT",2,657
"205","homo","egg","2","RAT",3,657
"205","homo","peanut","2","RAT",4,657
"205","homo","turtle","2","RAT",4,657
"205","homo","peanut","2","RAT",5,657
"205","homo","turtle","2","RAT",5,657
"205","homo","syrup","2","RAT",1,657
"205","homo","axe","2","RAT",2,657
"205","homo","syrup","2","RAT",2,657
"205","homo","syrup","2","RAT",3,657
"205","homo","bird","2","RAT",3,657
"205","homo","syrup","2","RAT",4,657
"205","homo","bird","2","RAT",4,657
"205","homo","bird","2","RAT",5,657
"205","homo","axe","2","RAT",5,657
"205","het","desk","2","RAT",1,657
"205","het","cow","2","RAT",1,657
"205","het","cow","2","RAT",2,657
"205","het","desk","2","RAT",2,657
"205","het","egg","2","RAT",3,657
"205","het","cow","2","RAT",4,657
"205","het","egg","2","RAT",5,657
"205","het","desk","2","RAT",5,657
"205","homo","jaw","2","RAT",1,657
"205","homo","desk","2","RAT",1,657
"205","homo","jaw","2","RAT",2,657
"205","homo","desk","2","RAT",2,657
"205","homo","jaw","2","RAT",3,657
"205","homo","shoe","2","RAT",3,657
"205","homo","jaw","2","RAT",4,657
"205","homo","desk","2","RAT",4,657
"205","homo","jaw","2","RAT",5,657
"205","homo","desk","2","RAT",5,657
"205","het","frog","2","RAT",1,657
"205","het","jaw","2","RAT",1,657
"205","het","frog","2","RAT",2,657
"205","het","jaw","2","RAT",2,657
"205","het","jaw","2","RAT",3,657
"205","het","axe","2","RAT",4,657
"205","het","frog","2","RAT",5,657
"205","het","axe","2","RAT",5,657
"205","homo","piano","2","category",1,657
"205","homo","piano","2","category",2,657
"205","homo","guitar","2","category",2,657
"205","homo","piano","2","category",3,657
"205","homo","guitar","2","category",4,657
"205","homo","trumpet","2","category",4,657
"205","homo","guitar","2","category",5,657
"205","homo","piano","2","category",5,657
"206","homo","frog","1","RAT",1,657
"206","homo","cow","1","RAT",1,657
"206","homo","frog","1","RAT",2,657
"206","homo","cow","1","RAT",2,657
"206","homo","frog","1","RAT",3,657
"206","homo","garbage","1","RAT",3,657
"206","homo","frog","1","RAT",4,657
"206","homo","garbage","1","RAT",4,657
"206","homo","frog","1","RAT",5,657
"206","homo","garbage","1","RAT",5,657
"206","het","bird","1","RAT",1,657
"206","het","shoe","1","RAT",1,657
"206","het","shoe","1","RAT",2,657
"206","het","peanut","1","RAT",2,657
"206","het","shoe","1","RAT",3,657
"206","het","bird","1","RAT",3,657
"206","het","bird","1","RAT",4,657
"206","het","peanut","1","RAT",4,657
"206","het","bird","1","RAT",5,657
"206","het","shoe","1","RAT",5,657
"206","homo","jaw","1","RAT",1,657
"206","homo","desk","1","RAT",1,657
"206","homo","jaw","1","RAT",2,657
"206","homo","shoe","1","RAT",2,657
"206","homo","jaw","1","RAT",3,657
"206","homo","shoe","1","RAT",3,657
"206","homo","jaw","1","RAT",4,657
"206","homo","desk","1","RAT",4,657
"206","homo","jaw","1","RAT",5,657
"206","homo","shoe","1","RAT",5,657
"206","homo","bird","1","RAT",1,657
"206","homo","bird","1","RAT",2,657
"206","homo","axe","1","RAT",2,657
"206","homo","axe","1","RAT",3,657
"206","homo","bird","1","RAT",3,657
"206","homo","axe","1","RAT",4,657
"206","homo","bird","1","RAT",4,657
"206","homo","bird","1","RAT",5,657
"206","homo","axe","1","RAT",5,657
"206","homo","train","1","category",1,657
"206","homo","bus","1","category",1,657
"206","homo","train","1","category",2,657
"206","homo","bus","1","category",2,657
"206","homo","bus","1","category",3,657
"206","homo","car","1","category",3,657
"206","homo","bus","1","category",4,657
"206","homo","train","1","category",4,657
"206","homo","bus","1","category",5,657
"206","homo","car","1","category",5,657
"206","het","ball","1","category",1,657
"206","het","car","1","category",1,657
"206","het","ball","1","category",2,657
"206","het","car","1","category",2,657
"206","het","car","1","category",3,657
"206","het","ball","1","category",3,657
"206","het","car","1","category",4,657
"206","het","lettuce","1","category",5,657
"206","het","car","1","category",5,657
"206","homo","trumpet","1","category",1,657
"206","homo","piano","1","category",1,657
"206","homo","piano","1","category",2,657
"206","homo","guitar","1","category",2,657
"206","homo","piano","1","category",3,657
"206","homo","guitar","1","category",3,657
"206","homo","piano","1","category",4,657
"206","homo","guitar","1","category",4,657
"206","homo","piano","1","category",5,657
"206","homo","guitar","1","category",5,657
"206","homo","parsnip","1","category",1,657
"206","homo","carrot","1","category",1,657
"206","homo","carrot","1","category",2,657
"206","homo","lettuce","1","category",2,657
"206","homo","lettuce","1","category",3,657
"206","homo","parsnip","1","category",3,657
"206","homo","parsnip","1","category",4,657
"206","homo","lettuce","1","category",4,657
"206","homo","parsnip","1","category",5,657
"206","homo","lettuce","1","category",5,657
"206","het","egg","1","RAT",1,657
"206","het","desk","1","RAT",1,657
"206","het","egg","1","RAT",2,657
"206","het","cow","1","RAT",2,657
"206","het","cow","1","RAT",3,657
"206","het","desk","1","RAT",3,657
"206","het","cow","1","RAT",4,657
"206","het","desk","1","RAT",4,657
"206","het","desk","1","RAT",5,657
"206","het","cow","1","RAT",5,657
"206","het","guitar","1","category",1,657
"206","het","top","1","category",1,657
"206","het","guitar","1","category",2,657
"206","het","top","1","category",2,657
"206","het","guitar","1","category",3,657
"206","het","bus","1","category",3,657
"206","het","bus","1","category",4,657
"206","het","guitar","1","category",4,657
"206","het","bus","1","category",5,657
"206","het","guitar","1","category",5,657
"206","homo","kite","1","category",1,657
"206","homo","top","1","category",1,657
"206","homo","top","1","category",2,657
"206","homo","kite","1","category",2,657
"206","homo","top","1","category",3,657
"206","homo","kite","1","category",3,657
"206","homo","top","1","category",4,657
"206","homo","kite","1","category",4,657
"206","homo","kite","1","category",5,657
"206","homo","ball","1","category",5,657
"206","het","turtle","1","RAT",1,657
"206","het","syrup","1","RAT",1,657
"206","het","turtle","1","RAT",2,657
"206","het","syrup","1","RAT",2,657
"206","het","syrup","1","RAT",3,657
"206","het","garbage","1","RAT",3,657
"206","het","syrup","1","RAT",4,657
"206","het","garbage","1","RAT",4,657
"206","het","garbage","1","RAT",5,657
"206","het","syrup","1","RAT",5,657
"206","het","parsnip","1","category",1,657
"206","het","trumpet","1","category",1,657
"206","het","trumpet","1","category",2,657
"206","het","parsnip","1","category",2,657
"206","het","trumpet","1","category",3,657
"206","het","parsnip","1","category",3,657
"206","het","trumpet","1","category",4,657
"206","het","parsnip","1","category",4,657
"206","het","parsnip","1","category",5,657
"206","het","trumpet","1","category",5,657
"206","homo","peanut","1","RAT",1,657
"206","homo","egg","1","RAT",2,657
"206","homo","peanut","1","RAT",2,657
"206","homo","egg","1","RAT",3,657
"206","homo","turtle","1","RAT",3,657
"206","homo","turtle","1","RAT",4,657
"206","homo","peanut","1","RAT",4,657
"206","homo","peanut","1","RAT",5,657
"206","homo","turtle","1","RAT",5,657
"206","het","frog","1","RAT",1,657
"206","het","axe","1","RAT",1,657
"206","het","frog","1","RAT",2,657
"206","het","axe","1","RAT",2,657
"206","het","axe","1","RAT",3,657
"206","het","jaw","1","RAT",3,657
"206","het","jaw","1","RAT",4,657
"206","het","jaw","1","RAT",5,657
"206","het","frog","1","RAT",5,657
"206","het","piano","1","category",1,657
"206","het","train","1","category",1,657
"206","het","piano","1","category",2,657
"206","het","train","1","category",2,657
"206","het","train","1","category",3,657
"206","het","piano","1","category",3,657
"206","het","train","1","category",4,657
"206","het","piano","1","category",4,657
"206","het","piano","1","category",5,657
"206","het","train","1","category",5,657
"206","homo","garbage","2","RAT",1,657
"206","homo","frog","2","RAT",1,657
"206","homo","frog","2","RAT",2,657
"206","homo","cow","2","RAT",2,657
"206","homo","cow","2","RAT",3,657
"206","homo","garbage","2","RAT",3,657
"206","homo","garbage","2","RAT",4,657
"206","homo","cow","2","RAT",4,657
"206","homo","garbage","2","RAT",5,657
"206","homo","cow","2","RAT",5,657
"206","homo","top","2","category",1,657
"206","homo","ball","2","category",1,657
"206","homo","top","2","category",2,657
"206","homo","ball","2","category",2,657
"206","homo","ball","2","category",3,657
"206","homo","kite","2","category",4,657
"206","homo","top","2","category",4,657
"206","homo","kite","2","category",5,657
"206","homo","ball","2","category",5,657
"206","het","trumpet","2","category",1,657
"206","het","parsnip","2","category",1,657
"206","het","trumpet","2","category",2,657
"206","het","kite","2","category",2,657
"206","het","trumpet","2","category",3,657
"206","het","parsnip","2","category",3,657
"206","het","parsnip","2","category",4,657
"206","het","kite","2","category",4,657
"206","het","parsnip","2","category",5,657
"206","het","trumpet","2","category",5,657
"206","het","carrot","2","category",1,657
"206","het","piano","2","category",1,657
"206","het","carrot","2","category",2,657
"206","het","piano","2","category",2,657
"206","het","carrot","2","category",3,657
"206","het","train","2","category",3,657
"206","het","train","2","category",4,657
"206","het","piano","2","category",4,657
"206","het","piano","2","category",5,657
"206","het","train","2","category",5,657
"206","homo","shoe","2","RAT",1,657
"206","homo","jaw","2","RAT",1,657
"206","homo","jaw","2","RAT",2,657
"206","homo","desk","2","RAT",2,657
"206","homo","desk","2","RAT",3,657
"206","homo","shoe","2","RAT",3,657
"206","homo","shoe","2","RAT",4,657
"206","homo","desk","2","RAT",4,657
"206","homo","shoe","2","RAT",5,657
"206","het","peanut","2","RAT",1,657
"206","het","shoe","2","RAT",1,657
"206","het","shoe","2","RAT",2,657
"206","het","peanut","2","RAT",2,657
"206","het","peanut","2","RAT",3,657
"206","het","bird","2","RAT",3,657
"206","het","bird","2","RAT",4,657
"206","het","shoe","2","RAT",4,657
"206","het","bird","2","RAT",5,657
"206","het","peanut","2","RAT",5,657
"206","het","lettuce","2","category",1,657
"206","het","car","2","category",1,657
"206","het","car","2","category",2,657
"206","het","lettuce","2","category",2,657
"206","het","car","2","category",3,657
"206","het","lettuce","2","category",3,657
"206","het","car","2","category",4,657
"206","het","lettuce","2","category",4,657
"206","het","lettuce","2","category",5,657
"206","het","car","2","category",5,657
"206","homo","lettuce","2","category",1,657
"206","homo","parsnip","2","category",1,657
"206","homo","lettuce","2","category",2,657
"206","homo","parsnip","2","category",2,657
"206","homo","parsnip","2","category",3,657
"206","homo","lettuce","2","category",3,657
"206","homo","lettuce","2","category",4,657
"206","homo","carrot","2","category",4,657
"206","homo","lettuce","2","category",5,657
"206","homo","carrot","2","category",5,657
"206","homo","train","2","category",1,657
"206","homo","car","2","category",1,657
"206","homo","car","2","category",2,657
"206","homo","train","2","category",2,657
"206","homo","car","2","category",3,657
"206","homo","train","2","category",3,657
"206","homo","train","2","category",4,657
"206","homo","bus","2","category",4,657
"206","het","jaw","2","RAT",1,657
"206","het","frog","2","RAT",1,657
"206","het","jaw","2","RAT",2,657
"206","het","frog","2","RAT",2,657
"206","het","jaw","2","RAT",3,657
"206","het","frog","2","RAT",3,657
"206","het","jaw","2","RAT",4,657
"206","het","axe","2","RAT",4,657
"206","het","jaw","2","RAT",5,657
"206","het","frog","2","RAT",5,657
"206","het","top","2","category",1,657
"206","het","guitar","2","category",1,657
"206","het","guitar","2","category",2,657
"206","het","top","2","category",2,657
"206","het","guitar","2","category",3,657
"206","het","bus","2","category",3,657
"206","het","bus","2","category",4,657
"206","het","guitar","2","category",4,657
"206","het","guitar","2","category",5,657
"206","het","bus","2","category",5,657
"206","het","syrup","2","RAT",1,657
"206","het","garbage","2","RAT",1,657
"206","het","syrup","2","RAT",2,657
"206","het","turtle","2","RAT",2,657
"206","het","syrup","2","RAT",3,657
"206","het","turtle","2","RAT",3,657
"206","het","syrup","2","RAT",4,657
"206","het","turtle","2","RAT",4,657
"206","het","syrup","2","RAT",5,657
"206","het","garbage","2","RAT",5,657
"206","homo","syrup","2","RAT",1,657
"206","homo","axe","2","RAT",1,657
"206","homo","axe","2","RAT",2,657
"206","homo","bird","2","RAT",2,657
"206","homo","bird","2","RAT",3,657
"206","homo","syrup","2","RAT",3,657
"206","homo","bird","2","RAT",4,657
"206","homo","syrup","2","RAT",4,657
"206","homo","bird","2","RAT",5,657
"206","homo","syrup","2","RAT",5,657
"206","homo","guitar","2","category",1,657
"206","homo","trumpet","2","category",1,657
"206","homo","guitar","2","category",2,657
"206","homo","piano","2","category",2,657
"206","homo","piano","2","category",3,657
"206","homo","trumpet","2","category",3,657
"206","homo","trumpet","2","category",4,657
"206","homo","guitar","2","category",4,657
"206","homo","trumpet","2","category",5,657
"206","homo","guitar","2","category",5,657
"206","homo","peanut","2","RAT",1,657
"206","homo","egg","2","RAT",1,657
"206","homo","peanut","2","RAT",2,657
"206","homo","turtle","2","RAT",2,657
"206","homo","turtle","2","RAT",3,657
"206","homo","egg","2","RAT",3,657
"206","homo","turtle","2","RAT",4,657
"206","homo","peanut","2","RAT",4,657
"206","homo","peanut","2","RAT",5,657
"206","homo","egg","2","RAT",5,657
"206","het","egg","2","RAT",1,657
"206","het","cow","2","RAT",1,657
"206","het","cow","2","RAT",2,657
"206","het","desk","2","RAT",2,657
"206","het","desk","2","RAT",3,657
"206","het","cow","2","RAT",3,657
"206","het","desk","2","RAT",4,657
"206","het","egg","2","RAT",4,657
"206","het","desk","2","RAT",5,657
"206","het","cow","2","RAT",5,657
"207","homo","carrot","1","category",1,657
"207","homo","parsnip","1","category",1,657
"207","homo","parsnip","1","category",2,657
"207","homo","carrot","1","category",2,657
"207","homo","parsnip","1","category",3,657
"207","homo","lettuce","1","category",3,657
"207","homo","lettuce","1","category",4,657
"207","homo","carrot","1","category",4,657
"207","homo","carrot","1","category",5,657
"207","homo","top","1","category",1,657
"207","homo","kite","1","category",1,657
"207","homo","top","1","category",2,657
"207","homo","ball","1","category",2,657
"207","homo","top","1","category",3,657
"207","homo","ball","1","category",3,657
"207","homo","top","1","category",4,657
"207","homo","ball","1","category",4,657
"207","homo","top","1","category",5,657
"207","homo","ball","1","category",5,657
"207","homo","egg","1","RAT",1,657
"207","homo","peanut","1","RAT",1,657
"207","homo","egg","1","RAT",2,657
"207","homo","turtle","1","RAT",2,657
"207","homo","turtle","1","RAT",3,657
"207","homo","egg","1","RAT",3,657
"207","homo","turtle","1","RAT",4,657
"207","homo","egg","1","RAT",4,657
"207","homo","turtle","1","RAT",5,657
"207","homo","peanut","1","RAT",5,657
"207","homo","syrup","1","RAT",1,657
"207","homo","syrup","1","RAT",2,657
"207","homo","axe","1","RAT",2,657
"207","homo","axe","1","RAT",3,657
"207","homo","bird","1","RAT",3,657
"207","homo","bird","1","RAT",4,657
"207","homo","syrup","1","RAT",4,657
"207","homo","axe","1","RAT",5,657
"207","het","garbage","1","RAT",1,657
"207","het","turtle","1","RAT",1,657
"207","het","turtle","1","RAT",2,657
"207","het","syrup","1","RAT",2,657
"207","het","turtle","1","RAT",3,657
"207","het","syrup","1","RAT",3,657
"207","het","syrup","1","RAT",4,657
"207","het","garbage","1","RAT",4,657
"207","het","syrup","1","RAT",5,657
"207","het","garbage","1","RAT",5,657
"207","homo","desk","1","RAT",1,657
"207","homo","shoe","1","RAT",1,657
"207","homo","desk","1","RAT",2,657
"207","homo","shoe","1","RAT",2,657
"207","homo","desk","1","RAT",3,657
"207","homo","jaw","1","RAT",3,657
"207","homo","desk","1","RAT",4,657
"207","homo","jaw","1","RAT",4,657
"207","homo","desk","1","RAT",5,657
"207","homo","jaw","1","RAT",5,657
"207","het","bus","1","category",1,657
"207","het","top","1","category",1,657
"207","het","top","1","category",2,657
"207","het","bus","1","category",2,657
"207","het","bus","1","category",3,657
"207","het","guitar","1","category",3,657
"207","het","bus","1","category",4,657
"207","het","guitar","1","category",4,657
"207","het","guitar","1","category",5,657
"207","het","bus","1","category",5,657
"207","het","desk","1","RAT",1,657
"207","het","egg","1","RAT",1,657
"207","het","egg","1","RAT",2,657
"207","het","cow","1","RAT",2,657
"207","het","egg","1","RAT",3,657
"207","het","cow","1","RAT",3,657
"207","het","cow","1","RAT",4,657
"207","het","egg","1","RAT",4,657
"207","het","egg","1","RAT",5,657
"207","het","cow","1","RAT",5,657
"207","het","trumpet","1","category",1,657
"207","het","trumpet","1","category",2,657
"207","het","kite","1","category",2,657
"207","het","trumpet","1","category",3,657
"207","het","kite","1","category",3,657
"207","het","trumpet","1","category",4,657
"207","het","parsnip","1","category",4,657
"207","het","trumpet","1","category",5,657
"207","het","parsnip","1","category",5,657
"207","het","jaw","1","RAT",1,657
"207","het","axe","1","RAT",1,657
"207","het","jaw","1","RAT",2,657
"207","het","axe","1","RAT",2,657
"207","het","jaw","1","RAT",3,657
"207","het","axe","1","RAT",3,657
"207","het","axe","1","RAT",4,657
"207","het","frog","1","RAT",4,657
"207","het","axe","1","RAT",5,657
"207","het","jaw","1","RAT",5,657
"207","homo","car","1","category",1,657
"207","homo","bus","1","category",1,657
"207","homo","bus","1","category",2,657
"207","homo","car","1","category",3,657
"207","homo","train","1","category",3,657
"207","homo","train","1","category",4,657
"207","homo","car","1","category",4,657
"207","homo","car","1","category",5,657
"207","homo","bus","1","category",5,657
"207","het","bird","1","RAT",1,657
"207","het","shoe","1","RAT",1,657
"207","het","shoe","1","RAT",2,657
"207","het","peanut","1","RAT",2,657
"207","het","shoe","1","RAT",3,657
"207","het","bird","1","RAT",3,657
"207","het","bird","1","RAT",4,657
"207","het","shoe","1","RAT",4,657
"207","het","shoe","1","RAT",5,657
"207","het","bird","1","RAT",5,657
"207","het","ball","1","category",1,657
"207","het","lettuce","1","category",1,657
"207","het","lettuce","1","category",2,657
"207","het","car","1","category",2,657
"207","het","lettuce","1","category",3,657
"207","het","ball","1","category",3,657
"207","het","lettuce","1","category",4,657
"207","het","car","1","category",4,657
"207","het","lettuce","1","category",5,657
"207","het","car","1","category",5,657
"207","homo","piano","1","category",1,657
"207","homo","trumpet","1","category",1,657
"207","homo","piano","1","category",2,657
"207","homo","guitar","1","category",2,657
"207","homo","guitar","1","category",3,657
"207","homo","piano","1","category",3,657
"207","homo","guitar","1","category",4,657
"207","homo","trumpet","1","category",4,657
"207","homo","trumpet","1","category",5,657
"207","homo","piano","1","category",5,657
"207","homo","garbage","1","RAT",1,657
"207","homo","frog","1","RAT",1,657
"207","homo","garbage","1","RAT",2,657
"207","homo","frog","1","RAT",2,657
"207","homo","frog","1","RAT",3,657
"207","homo","garbage","1","RAT",3,657
"207","homo","frog","1","RAT",4,657
"207","homo","garbage","1","RAT",4,657
"207","homo","garbage","1","RAT",5,657
"207","het","carrot","1","category",1,657
"207","het","piano","1","category",2,657
"207","het","carrot","1","category",2,657
"207","het","train","1","category",3,657
"207","het","carrot","1","category",4,657
"207","het","carrot","1","category",5,657
"207","het","train","1","category",5,657
"207","homo","carrot","2","category",1,657
"207","homo","parsnip","2","category",1,657
"207","homo","carrot","2","category",2,657
"207","homo","parsnip","2","category",2,657
"207","homo","carrot","2","category",3,657
"207","homo","parsnip","2","category",3,657
"207","homo","carrot","2","category",4,657
"207","homo","lettuce","2","category",4,657
"207","homo","carrot","2","category",5,657
"207","homo","parsnip","2","category",5,657
"207","het","shoe","2","RAT",1,657
"207","het","peanut","2","RAT",1,657
"207","het","shoe","2","RAT",2,657
"207","het","bird","2","RAT",2,657
"207","het","bird","2","RAT",3,657
"207","het","shoe","2","RAT",3,657
"207","het","bird","2","RAT",4,657
"207","het","shoe","2","RAT",4,657
"207","het","shoe","2","RAT",5,657
"207","het","kite","2","category",1,657
"207","het","parsnip","2","category",1,657
"207","het","parsnip","2","category",2,657
"207","het","kite","2","category",2,657
"207","het","kite","2","category",3,657
"207","het","parsnip","2","category",3,657
"207","het","kite","2","category",4,657
"207","het","parsnip","2","category",4,657
"207","het","parsnip","2","category",5,657
"207","het","kite","2","category",5,657
"207","homo","kite","2","category",1,657
"207","homo","ball","2","category",1,657
"207","homo","ball","2","category",2,657
"207","homo","kite","2","category",2,657
"207","homo","ball","2","category",3,657
"207","homo","top","2","category",3,657
"207","homo","ball","2","category",4,657
"207","homo","top","2","category",4,657
"207","homo","ball","2","category",5,657
"207","homo","top","2","category",5,657
"207","het","bus","2","category",1,657
"207","het","top","2","category",1,657
"207","het","top","2","category",2,657
"207","het","bus","2","category",2,657
"207","het","bus","2","category",3,657
"207","het","top","2","category",3,657
"207","het","top","2","category",4,657
"207","het","guitar","2","category",4,657
"207","het","top","2","category",5,657
"207","het","bus","2","category",5,657
"207","homo","bird","2","RAT",1,657
"207","homo","axe","2","RAT",1,657
"207","homo","axe","2","RAT",2,657
"207","homo","bird","2","RAT",2,657
"207","homo","bird","2","RAT",3,657
"207","homo","syrup","2","RAT",3,657
"207","homo","syrup","2","RAT",4,657
"207","homo","bird","2","RAT",4,657
"207","homo","bird","2","RAT",5,657
"207","homo","axe","2","RAT",5,657
"207","het","egg","2","RAT",1,657
"207","het","egg","2","RAT",2,657
"207","het","cow","2","RAT",2,657
"207","het","egg","2","RAT",3,657
"207","het","egg","2","RAT",4,657
"207","het","cow","2","RAT",4,657
"207","het","egg","2","RAT",5,657
"207","homo","cow","2","RAT",1,657
"207","homo","garbage","2","RAT",2,657
"207","homo","garbage","2","RAT",3,657
"207","homo","garbage","2","RAT",4,657
"207","homo","frog","2","RAT",4,657
"207","homo","garbage","2","RAT",5,657
"207","homo","frog","2","RAT",5,657
"207","homo","bus","2","category",1,657
"207","homo","train","2","category",1,657
"207","homo","bus","2","category",2,657
"207","homo","train","2","category",2,657
"207","homo","train","2","category",3,657
"207","homo","car","2","category",3,657
"207","homo","train","2","category",4,657
"207","homo","car","2","category",4,657
"207","homo","train","2","category",5,657
"207","homo","egg","2","RAT",1,657
"207","homo","turtle","2","RAT",1,657
"207","homo","egg","2","RAT",2,657
"207","homo","peanut","2","RAT",2,657
"207","homo","peanut","2","RAT",3,657
"207","homo","egg","2","RAT",3,657
"207","homo","egg","2","RAT",4,657
"207","homo","peanut","2","RAT",4,657
"207","homo","peanut","2","RAT",5,657
"207","homo","turtle","2","RAT",5,657
"207","het","garbage","2","RAT",1,657
"207","het","syrup","2","RAT",1,657
"207","het","garbage","2","RAT",2,657
"207","het","syrup","2","RAT",2,657
"207","het","syrup","2","RAT",3,657
"207","het","garbage","2","RAT",4,657
"207","het","turtle","2","RAT",4,657
"207","het","garbage","2","RAT",5,657
"207","het","syrup","2","RAT",5,657
"207","het","carrot","2","category",1,657
"207","het","train","2","category",1,657
"207","het","piano","2","category",3,657
"207","het","train","2","category",3,657
"207","het","train","2","category",4,657
"207","het","piano","2","category",4,657
"207","het","piano","2","category",5,657
"207","het","carrot","2","category",5,657
"207","het","lettuce","2","category",1,657
"207","het","car","2","category",1,657
"207","het","lettuce","2","category",2,657
"207","het","car","2","category",2,657
"207","het","car","2","category",3,657
"207","het","lettuce","2","category",3,657
"207","het","car","2","category",4,657
"207","het","lettuce","2","category",4,657
"207","het","lettuce","2","category",5,657
"207","het","ball","2","category",5,657
"207","het","frog","2","RAT",1,657
"207","het","frog","2","RAT",2,657
"207","het","jaw","2","RAT",2,657
"207","het","frog","2","RAT",3,657
"207","het","jaw","2","RAT",3,657
"207","het","frog","2","RAT",4,657
"207","het","frog","2","RAT",5,657
"207","het","jaw","2","RAT",5,657
"207","homo","desk","2","RAT",1,657
"207","homo","desk","2","RAT",2,657
"207","homo","shoe","2","RAT",2,657
"207","homo","shoe","2","RAT",3,657
"207","homo","desk","2","RAT",3,657
"207","homo","desk","2","RAT",4,657
"207","homo","shoe","2","RAT",4,657
"207","homo","shoe","2","RAT",5,657
"207","homo","desk","2","RAT",5,657
"207","homo","guitar","2","category",1,657
"207","homo","piano","2","category",1,657
"207","homo","piano","2","category",2,657
"207","homo","guitar","2","category",2,657
"207","homo","guitar","2","category",3,657
"207","homo","piano","2","category",3,657
"207","homo","guitar","2","category",4,657
"207","homo","trumpet","2","category",4,657
"207","homo","piano","2","category",5,657
"208","het","car","1","category",1,657
"208","het","ball","1","category",1,657
"208","het","car","1","category",2,657
"208","het","lettuce","1","category",2,657
"208","het","lettuce","1","category",3,657
"208","het","car","1","category",3,657
"208","het","car","1","category",4,657
"208","het","lettuce","1","category",4,657
"208","het","car","1","category",5,657
"208","het","ball","1","category",5,657
"208","homo","bus","1","category",1,657
"208","homo","train","1","category",1,657
"208","homo","bus","1","category",2,657
"208","homo","car","1","category",2,657
"208","homo","car","1","category",3,657
"208","homo","train","1","category",3,657
"208","homo","train","1","category",4,657
"208","homo","bus","1","category",4,657
"208","homo","train","1","category",5,657
"208","homo","car","1","category",5,657
"208","het","cow","1","RAT",1,657
"208","het","egg","1","RAT",1,657
"208","het","cow","1","RAT",2,657
"208","het","egg","1","RAT",2,657
"208","het","egg","1","RAT",3,657
"208","het","desk","1","RAT",3,657
"208","het","egg","1","RAT",4,657
"208","het","desk","1","RAT",4,657
"208","het","desk","1","RAT",5,657
"208","het","egg","1","RAT",5,657
"208","homo","garbage","1","RAT",1,657
"208","homo","frog","1","RAT",1,657
"208","homo","frog","1","RAT",2,657
"208","homo","garbage","1","RAT",2,657
"208","homo","garbage","1","RAT",3,657
"208","homo","cow","1","RAT",3,657
"208","homo","cow","1","RAT",4,657
"208","homo","frog","1","RAT",4,657
"208","homo","frog","1","RAT",5,657
"208","homo","garbage","1","RAT",5,657
"208","homo","jaw","1","RAT",1,657
"208","homo","shoe","1","RAT",1,657
"208","homo","jaw","1","RAT",2,657
"208","homo","desk","1","RAT",2,657
"208","homo","jaw","1","RAT",3,657
"208","homo","desk","1","RAT",3,657
